id,title,abstract
1838,the quantum dynamics of two distant h atoms excited by ultrashort and spatially,"the quantum dynamics of two distant h atoms excited by ultrashort and spatially shaped laser pulses is studied by the numerical solution of the non - born - oppenheimer time - dependent schrdinger equation within a three - dimensional ( 3d ) model , including the internuclear distance @xmath0 and the two @xmath1 coordinates of the electrons , @xmath2 and @xmath3 . 
 the two 1d hydrogen atoms , a and b , are assumed to be initially in their ground states with a large ( but otherwise arbitrary ) internuclear separation of @xmath4  a.u . 
 ( 5.29  nm ) . 
 two types of a spatial envelope of a laser field linearly polarized along the @xmath1-axis are considered : ( i ) a broad gaussian envelope , such that atom  a is excited by the laser field predominantly , and ( ii ) a narrow envelope , such that practically only atom  a is excited by the laser field . with the laser carrier frequency @xmath5  a.u . and the pulse duration @xmath6  fs , in both cases an efficient energy transfer from atom  a to atom  b has been found . 
 the ionization of atom  b achieved mostly after the end of the laser pulse is close to or even higher than that of atom  a. it is shown that with a narrow spatial envelope of the laser field , the underlying mechanisms of the energy transfer from a to b and the ionization of b are the coulomb attraction of the laser driven electron by the proton of atom  b and a short - range coulomb repulsion of the two electrons when their wave functions significantly overlap in the domain of atom  b. in the case of a broad gaussian spatial envelope of the laser field , the opposite process also occurs , but with smaller probability : the energy is transferred from the weakly excited atom  b to atom  a , and the ionization of atom  a is also induced by the electron - electron repulsion in the domain of atom  a due to a strong overlap of the electronic wave functions ."
1839,"in these lectures i discuss the linearization theorem for lie groupoids , and it","in these lectures i discuss the linearization theorem for lie groupoids , and its relation to the various classical linearization theorems for submersions , foliations and group actions . 
 in particular , i explain in some detail the recent metric approach to this problem proposed in @xcite ."
1840,we study the mott - insulator transition of bosonic atoms in optical lattices .,"we study the mott - insulator transition of bosonic atoms in optical lattices . 
 using perturbation theory , we analyze the deviations from the mean - field gutzwiller ansatz , which become appreciable for intermediate values of the ratio between hopping amplitude and interaction energy . 
 we discuss corrections to number fluctuations , order parameter , and compressibility . 
 in particular , we improve the description of the short - range correlations in the one - particle density matrix . 
 these corrections are important for experimentally observed expansion patterns , both for bulk lattices and in a confining trap potential ."
1841,the paper is devoted to the spectral analysis of effective preconditioners for l,"the paper is devoted to the spectral analysis of effective preconditioners for linear systems obtained via a finite element approximation to diffusion - dominated convection - diffusion equations . 
 we consider a model setting in which the structured finite element partition is made by equi - lateral triangles . under such assumptions , 
 if the problem is coercive , and the diffusive and convective coefficients are regular enough , then the proposed preconditioned matrix sequences exhibit a strong clustering at unity , the preconditioning matrix sequence and the original matrix sequence are spectrally equivalent , and the eigenvector matrices have a mild conditioning . 
 the obtained results allow to show the optimality of the related preconditioned krylov methods . 
 the interest of such a study relies on the observation that automatic grid generators tend to construct equi - lateral triangles when the mesh is fine enough . 
 numerical tests , both on the model setting and in the non - structured case , show the effectiveness of the proposal and the correctness of the theoretical findings .    matrix sequences , clustering , preconditioning , non - hermitian matrix , krylov methods , finite element approximations    65f10 , 65n22 , 15a18 , 15a12 , 47b65"
1842,we revisit the problem of switching off unwanted phase evolution and decoherence,"we revisit the problem of switching off unwanted phase evolution and decoherence in a single two - state quantum system in the light of recent results on random dynamical decoupling methods [ l. viola and e. knill , phys . 
 rev . 
 lett . * 94 * , 060502 ( 2005 ) ] . 
 a systematic comparison with standard cyclic decoupling is effected for a variety of dynamical regimes , including the case of both semiclassical and fully quantum decoherence models . in particular , 
 exact analytical expressions are derived for randomized control of decoherence from a bosonic environment . 
 we investigate quantitatively control protocols based on purely deterministic , purely random , as well as hybrid design , and identify their relative merits and weaknesses at improving system performance . 
 we find that for time - independent systems , hybrid protocols tend to perform better than pure random and may improve over standard asymmetric schemes , whereas random protocols can be considerably more stable against fluctuations in the system parameters . beside shedding light on the physical requirements underlying randomized control , 
 our analysis further demonstrates the potential for explicit control settings where the latter may significantly improve over conventional schemes ."
1843,"we study the evolution of the cosmological parameters , namely , the deceleratio","we study the evolution of the cosmological parameters , namely , the deceleration parameter @xmath0 and the parameter of effective equation of state in a universe containing , besides the ordinary matter and dark energy , a self - interacting ( collisional matter ) , in the generalized @xmath1 theory of gravity , where @xmath2 and @xmath3 are the curvature scalar and the trace of the energy - momentum tensor , respectively . 
 we use the generalized frw equations , the equation of continuity and obtain a differential equation in @xmath4 , and solve it numerically for studying the evolution of the cosmological parameters . 
 two @xmath1 models are considered and the results with collisional matter are compared with the ones of the @xmath5cdm model , and also with the model where there exists only non - collisional matter . 
 the curves show that the models are acceptable because the values found for @xmath6 are consistent with the observational data ."
1844,evolutionary algorithms are good general problem solver but suffer from a lack o,"evolutionary algorithms are good general problem solver but suffer from a lack of domain specific knowledge . 
 however , the problem specific knowledge can be added to evolutionary algorithms by hybridizing . 
 interestingly , all the elements of the evolutionary algorithms can be hybridized . in this chapter 
 , the hybridization of the three elements of the evolutionary algorithms is discussed : the objective function , the survivor selection operator and the parameter settings . as an objective function , 
 the existing heuristic function that construct the solution of the problem in traditional way is used . 
 however , this function is embedded into the evolutionary algorithm that serves as a generator of new solutions . 
 in addition , the objective function is improved by local search heuristics . 
 the new neutral selection operator has been developed that is capable to deal with neutral solutions , i.e. solutions that have the different representation but expose the equal values of objective function . 
 the aim of this operator is to directs the evolutionary search into a new undiscovered regions of the search space . to avoid of wrong setting of parameters that control the behavior of the evolutionary algorithm , the self - adaptation is used 
 finally , such hybrid self - adaptive evolutionary algorithm is applied to the two real - world np - hard problems : the graph 3-coloring and the optimization of markers in the clothing industry . 
 extensive experiments shown that these hybridization improves the results of the evolutionary algorithms a lot . furthermore , the impact of the particular hybridizations is analyzed in details as well .    _ to cite paper as follows : iztok fister , marjan mernik and janez brest ( 2011 ) . 
 hybridization of evolutionary algorithms , evolutionary algorithms , eisuke kita ( ed . ) , isbn : 978 - 953 - 307 - 171 - 8 , intech , available from : http://www.intechopen.com/books/evolutionary-algorithms/hybridization-of-evolutionary-algorithms_"
1845,"in this note , we discuss a question posed by t. hoffmann - ostenhof ( see @xcit","in this note , we discuss a question posed by t. hoffmann - ostenhof ( see @xcite ) concerning the parity of the number of nodal domains for a non - constant eigenfunction of the laplacian on flat tori . 
 we present two results . 
 we first show that on the torus @xmath0 , a non - constant eigenfunction has an even number of nodal domains . 
 we then consider the torus @xmath1 , with @xmath2 , and construct on it an eigenfunction with three nodal domains . 
 [ [ keywords . ] ] keywords . 
 + + + + + + + + +    laplacian , torus , nodal domains .    [ [ msc - classification . ] ] msc classification . 
 + + + + + + + + + + + + + + + + + + +    35p99 , 35j05 ."
1846,the exclusive diffractive production of vector mesons and real photons in @xmath,"the exclusive diffractive production of vector mesons and real photons in @xmath0 collisions has been studied at hera in a wide kinematic range . here 
 we present the most recent experimental results together with a regge - type model . 
 we deduce the pomeranchuk trajectory ( pomeron ) by analyzing the hera data on deeply virtual compton scattering ( dvcs ) , and then discuss its basic properties , namely its apparent hardnessand its non - flatbehavior , different from the claims of some authors . 
 0.5 cm    * exclusive diffraction and pomeron trajectory *    * in _ ep _ collisions *    0.3 cm    s.  fazio@xmath1 and l.  jenkovszky@xmath2    @xmath3 _ dipartimento di fisica , universit della calabria _    _ istituto nazionale di fisica nucleare , gruppo collegato di cosenza _    _ i-87036 arcavacata di rende , cosenza , italy _ 
 @xmath4 _ joint institute for nuclear research , 141980 - dubna , moscow region , russia _ 
 @xmath5 _ bogolubov institute for theoretical physics , national academy of sciences of ukraine _    _ 
 kiev-143 , 03680 ukraine _ 
 @xmath6 _ kfki , rmki , budapest , hungary _    0.1 cm    0.1 cm    @xmath7"
1847,we review a recent asymptotic weak noise approach to the kardar - parisi - zhang,"we review a recent asymptotic weak noise approach to the kardar - parisi - zhang equation for the kinetic growth of an interface in higher dimensions . 
 the weak noise approach provides a many body picture of a growing interface in terms of a network of localized growth modes . scaling in 1d 
 is associated with a gapless domain wall mode . 
 the method also provides an independent argument for the existence of an upper critical dimension ."
1848,we briefly summarize the current status of perturbative calculations at next - t,we briefly summarize the current status of perturbative calculations at next - to - next - to - leading - order ( nnlo ) accuracy in the @xmath0 decay rate as well as that of non - perturbative power - corrections .
1849,the full set of high - energy spectroscopy measurements including x - ray photoe,"the full set of high - energy spectroscopy measurements including x - ray photoelectron valence band spectra and soft x - ray emission valence band spectra of both components of fesi ( fe @xmath0 , fe @xmath1 , si @xmath2 and si @xmath3 ) are performed and compared with the results of _ ab - initio _ band structure calculations using the linearized muffin - tin orbital method and linearized augmented plane wave method ."
1850,we consider least energy solutions to the nonlinear equation @xmath0 posed on a,"we consider least energy solutions to the nonlinear equation @xmath0 posed on a class of riemannian models @xmath1 of dimension @xmath2 which include the classical hyperbolic space @xmath3 as well as manifolds with unbounded sectional geometry . 
 partial symmetry and existence of least energy solutions is proved for quite general nonlinearities @xmath4 , where @xmath5 denotes the geodesic distance from the pole of @xmath6 ."
1851,"by definition , transverse intersections are stable under infinitesimal perturba","by definition , transverse intersections are stable under infinitesimal perturbations . using persistent homology , we extend this notion to a measure . given a space of perturbations , 
 we assign to each homology class of the intersection its robustness , the magnitude of a perturbation in this space necessary to kill it , and prove that robustness is stable . among the applications of this result 
 is a stable notion of robustness for fixed points of continuous mappings and a statement of stability for contours of smooth mappings ."
1852,we study the degree to which quantum entanglement survives when a three - qubit,"we study the degree to which quantum entanglement survives when a three - qubit entangled state is copied by using local and non - local processes , respectively , and investigate iterating quantum copying for the three - qubit system 
 . there may exist inter - three - qubit entanglement and inter - two - qubit entanglement for the three - qubit system . 
 we show that both local and non - local copying processes degrade quantum entanglement in the three - particle system due to a residual correlation between the copied output and the copying machine . 
 we also show that the inter - two - qubit entanglement is preserved better than the inter - three - qubit entanglement in the local cloning process . 
 we find that non - local cloning is much more efficient than the local copying for broadcasting entanglement , and output state via non - local cloning exhibits the fidelity better than local cloning ."
1853,"as yet , there is no underlying fundamental theory for the transplanckian regime","as yet , there is no underlying fundamental theory for the transplanckian regime . 
 there is a need to address the issue of how the observables in our present universe are affected by processes that may have occurred at superplanckian energies ( referred to as the _ transplanckian regime _ ) . specifically , we focus on the impact the transplanckian regime has on two observables , namely : dark energy and the cmbr spectrum . 
 we model the transplanckian regime by introducing a 1-parameter family of smooth non - linear dispersion relations which modify the frequencies at very short distances . 
 a particular feature of the family of dispersion functions chosen is the production of ultralow frequencies at very high momenta @xmath0 ( for @xmath1 ) . 
 we name the range of the ultralow energy modes ( of very short distances ) that have frequencies equal or less than the current hubble rate @xmath2 as the _ tail _ modes . 
 these modes are still frozen today due to the expansion of the universe . 
 we calculate their energy today and show that the @xmath3 provides a strong candidate for the _ dark energy _ of the universe . during inflation , 
 their energy is about 122 - 123 orders of magnitude smaller than the total energy , for any random value of the free parameter in the family of dispersion relations . for this family of dispersions , 
 we present the exact solutions and show that : the cmbr spectrum is that of a ( nearly ) black body , and that the adiabatic vacuum is the only choice for the initial conditions . 
 6.0 in 9.0 in # 1#2#3 # 1#2#3 # 1#2#3 # 1#2#3 # 1#2#3 # 1#2#3 # 1#2#3    hep - ph/0101210 + sns - ph/01 - 01 +     + laura mersini , mar bastero - gil and panagiota kanti +   + _ scuola normale superiore and infn , piazza dei cavalieri 7 , + i-56126 pisa , italy _ 
 +    [ cols= "" < "" , ]"
1854,we study the magnetic soliton dynamics of spinor bose - einstein condensates in,"we study the magnetic soliton dynamics of spinor bose - einstein condensates in an optical lattice which results in an effective hamiltonian of anisotropic pseudospin chain . a modified landau - lifshitz equation is derived and exact magnetic soliton solutions are obtained analytically . 
 our results show that the time - oscillation of the soliton size can be controlled in practical experiment by adjusting of * *  * * the light - induced dipole - dipole interaction . 
 moreover , the elastic collision of two solitons is investigated ."
